artist,song,genre
Phil Wickham,My All In All,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'world worship', 'worship']"
tobyMac,Love Broke Thru,"['ccm', 'christian alternative rock', 'christian hip hop', 'christian music', 'worship']"
We Are Messengers,Magnify,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']"
Cody Carnes,The Cross Has The Final Word,"['anthem worship', 'ccm', 'world worship', 'worship']"
Ryan Stevenson,Eye of the Storm (feat. Gabe Real),"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']"
Victim Of Deception,Black Colors,need_to_add
A Wake in Providence,A Darkened Gospel,"['deathcore', 'progressive deathcore']"
Infant Annihilator,Soil the Stillborn,"['comic metal', 'deathcore']"
Thy Art Is Murder,No Absolution,"['australian metal', 'australian metalcore', 'deathcore', 'melodic metalcore', 'metalcore']"
To The Grave,Hearteater,"['blackened deathcore', 'deathcore', 'progressive deathcore', 'slamming deathcore']"
Beyond the Extraction,Shapeless Abomination,['progressive deathcore']
Into Oblivion,Dirty Waters,['progressive deathcore']
Hive,Defiled,"['alternative rock', 'garage rock', 'garage rock revival', 'modern rock', 'new rave', 'rock', 'swedish garage rock', 'swedish hard rock', 'swedish indie rock']"
FRCTRD,Negative,"['deathcore', 'progressive deathcore']"
Until We Die,Distorting of Perception,"['blackened deathcore', 'melodic deathcore', 'progressive deathcore', 'symphonic deathcore', 'symphonic melodic death metal']"
Altered Perceptions,Ruin,"['downtempo deathcore', 'progressive deathcore']"
Black Tongue,Fauxhammer,"['blackened deathcore', 'deathcore', 'downtempo deathcore', 'progressive deathcore']"
I Shall Devour,Spiteful Nature,"['australian metal', 'progressive deathcore']"
I Declare War,We Wait,"['deathcore', 'melodic metalcore', 'progressive deathcore']"
Within Destruction,Plague of Immortality (feat. Dean Lamb Of Archspire),"['deathcore', 'progressive deathcore', 'slamming deathcore', 'slovenian metal']"
Traitors,Arrogance,"['deathcore', 'downtempo deathcore', 'metallic hardcore', 'progressive deathcore', 'slamming deathcore']"
Neberu,Inferiority,['deathcore']
Signs of the Swarm,Senseless Order,"['deathcore', 'pittsburgh metal', 'progressive deathcore', 'slamming deathcore']"
Shotgun Surgeon,Advent,['progressive deathcore']
Whitechapel,Venomous,"['deathcore', 'melodic metalcore', 'metalcore', 'tennessee metal']"
Advocates,Substance Affliction,"['australian metalcore', 'deep melodic metalcore']"
A Trust Unclean,To Encompass and Eclipse,"['blackened deathcore', 'deathcore', 'progressive deathcore']"
Obscure of Acacia,Rope,"['deathcore', 'progressive deathcore']"
Mycelia,Permanent Intoxication,['electronic djent']
Science Of Sleep,Tremendous Strain,need_to_add
Reaping Asmodeia,Of Talons and Teeth,['technical deathcore']
Walking Dead On Broadway,Pitchblack,"['blackened deathcore', 'deathcore', 'progressive deathcore', 'symphonic deathcore']"
Darknet,Zerotonin 2,"['metallic hardcore', 'progressive deathcore', 'thall']"
The Machinist,False Hope,"['deathcore', 'melodic deathcore', 'nu-metalcore']"
Extortionist,1208,"['downtempo deathcore', 'metallic hardcore', 'progressive deathcore']"
The End At The Beginning,Plagues,['italian metalcore']
Risking It All,Hear Me Out,['deathcore']
Conjonctive,Down into the Abyss,need_to_add
At Rest,Dance of the Witch,"['brutal deathcore', 'progressive deathcore']"
Iconoclast,New World Slaughter,['progressive deathcore']
Lorna Shore,FVNERAL MOON,"['blackened deathcore', 'symphonic deathcore']"
Within The Ruins,Beautiful Agony,"['deathcore', 'djent', 'melodic metalcore', 'metalcore', 'progressive deathcore']"
Buried Side,Ways Of Transfiguration,['progressive deathcore']
Fit For An Autopsy,Black Mammoth,"['brutal deathcore', 'deathcore', 'melodic metalcore', 'metalcore']"
Belie My Burial,Solicitude,need_to_add
Crucify Me Gently,The Call of Mighty,['progressive deathcore']
Lord of War,Manufactured Existence,"['melodic deathcore', 'progressive deathcore', 'sci-fi metal']"
God Of Nothing,Bastard Son,"['downtempo deathcore', 'progressive deathcore']"
Shadow of Intent,The Shaping Sickness,"['melodic deathcore', 'slamming deathcore', 'symphonic deathcore']"
Carnifex,Drown Me in Blood,"['blackened deathcore', 'deathcore', 'melodic metalcore', 'symphonic deathcore']"
"Above, Below",Inferno,"['australian post-hardcore', 'metalcore', 'progressive metalcore']"
Paragon,Debris,"['dub', 'lovers rock', 'reggae', 'rocksteady', 'ska']"
The Voynich Code,"I, the Weak","['portuguese metal', 'progressive deathcore', 'symphonic deathcore']"
Chelsea Grin,American Dream,"['deathcore', 'melodic metalcore', 'metalcore']"
Enterprise Earth,Temptress,"['deathcore', 'melodic metalcore', 'progressive deathcore']"
Emmure,Flag of the Beast,"['deathcore', 'melodic metalcore', 'metalcore', 'nu-metalcore', 'rap metal']"
Suicide Silence,Unanswered,"['deathcore', 'melodic metalcore', 'metalcore']"
Brojob,Be My Valentine (feat. Dickie Allen),['progressive deathcore']
Aversions Crown,Prismatic Abyss,"['australian metal', 'blackened deathcore', 'brutal deathcore', 'deathcore', 'melodic metalcore', 'progressive deathcore', 'symphonic deathcore']"
Skrillex,Right In,"['brostep', 'complextro', 'edm', 'electro']"
Skrillex,Bangarang (feat. Sirah),"['brostep', 'complextro', 'edm', 'electro']"
Skrillex,Breakn' A Sweat,"['brostep', 'complextro', 'edm', 'electro']"
Skrillex,The Devil's Den,"['brostep', 'complextro', 'edm', 'electro']"
Skrillex,Right On Time,"['brostep', 'complextro', 'edm', 'electro']"
Skrillex,Kyoto (feat. Sirah),"['brostep', 'complextro', 'edm', 'electro']"
Skrillex,Skrillex Orchestral Suite By Varien - Bonus Track,"['brostep', 'complextro', 'edm', 'electro']"
SALTNPAPER,Satellite,['korean pop']
Dynamic Duo,Nosedive,"['k-rap', 'korean pop', 'korean r&b']"
Oohyo,PIZZA,"['k-indie', 'korean electropop']"
도시총각 Dosichonggak,이대로 있어줘요 Stay With Me,need_to_add
Kevin Oh,Stardust,"['korean pop', 'korean superband']"
Hyukoh,Burning youth,"['k-indie', 'korean indie folk', 'korean r&b']"
Hyukoh,Wi Ing Wi Ing,"['k-indie', 'korean indie folk', 'korean r&b']"
Standing Egg,Wonder,"['k-indie', 'k-pop', 'korean pop']"
Standing Egg,I'll Pick You Up,"['k-indie', 'k-pop', 'korean pop']"
Oohyo,VAMOS,"['k-indie', 'korean electropop']"
Humming Urban Stereo,MWAH,"['k-indie', 'korean city pop']"
NELL,Loop,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']"
Vanilla Acoustic,With Me,"['k-indie', 'korean pop']"
PALGOU,Monster,need_to_add
DEAN,What 2 Do,"['australian pop', 'pop', 'uk pop']"
Gyepy,For Me,['k-indie']
Jang Beom June,Fallen in Love (Only With You),"['korean pop', 'korean singer-songwriter']"
10cm,Talk,"['k-indie', 'k-pop', 'korean pop']"
PALGOU,Black Out,need_to_add
Donguy,Sleeping Habits,need_to_add
Neon Bunny,Romance in Seoul,"['k-indie', 'korean electropop', 'korean singer-songwriter']"
SunWoo Jung-A,Hot and Cold (feat. Yun Cheoljong of 10cm),"['k-indie', 'korean pop']"
SBGB,Ki-dult,['korean pop']
Sentimental Scenery,"지금 여기, 이곳에서 (Duet With 루시아) , 지금 여기, 이곳에서",['k-indie']
플랫핏 Flat Feet,너와의 공식 Love Equation,need_to_add
Urban Zakapa,I Don't Love You,"['k-pop', 'korean pop']"
10cm,My eyes,"['k-indie', 'k-pop', 'korean pop']"
Kwon Jin Ah,Zig Zag,"['k-indie', 'k-pop', 'korean pop']"
XIA,Cake Love (PROD. BY The Black Skirts),need_to_add
Sugarbowl,HOW WAS YOUR DAY,"['k-indie', 'korean city pop']"
DyoN Joo,변명 Shame,need_to_add
Flower Soo,You Wouldn't Even Know,need_to_add
Coffeeboy,장가갈 수 있을까 Can I Get Married?,"['k-indie', 'korean pop']"
Humming Urban Stereo,Sneakers,"['k-indie', 'korean city pop']"
Clazziquai Project,Dangerous,['k-indie']
Rude Paper,Night Time Melody,need_to_add
Only U,Reason Why We Have To Break Up,['j-rap']
Big Brain,"Love, Love.",['korean r&b']
Jungkey,I Don't Want,['korean pop']
Mot,All in Vain,"['indie pop', 'vancouver indie']"
카우칩스 The CowChips,귀가 Return Home,need_to_add
권나무 Kwon Tree,물 Water,['korean indie folk']
Standing Egg,Summer Night You and I,"['k-indie', 'k-pop', 'korean pop']"
Mot,Let You Go,"['indie pop', 'vancouver indie']"
SunWoo Jung-A,Sooni (I'm your fanatic girl),"['k-indie', 'korean pop']"
Okdal,Run,['k-indie']
Wable,Petals on The Wind (Remake Version),"['dance pop', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
Ibadi,Morning Call - Remix Version,['k-indie']
Kim Woo-Joo,Rub off,['korean singer-songwriter']
Cobi,Don't You Cry For Me,['modern alternative rock']
Dean Lewis,Waves - Acoustic,"['australian pop', 'pop', 'uk pop']"
Jon and Roy,Runner,"['indie folk', 'stomp and holler', 'victoria bc indie']"
J. Cole,No Role Modelz,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
J. Cole,Wet Dreamz,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
J. Cole,Neighbors,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
J. Cole,Deja Vu,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
J. Cole,G.O.M.D.,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
Meek Mill,Litty (feat. Tory Lanez),"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Meek Mill,All Eyes On You (feat. Chris Brown & Nicki Minaj),"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Meek Mill,Froze (feat. Lil Uzi Vert & Nicki Minaj),"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Meek Mill,Ima Boss - feat. Rick Ross,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Rick Ross,Apple of My Eye,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Rick Ross,Santorini Greece,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Rick Ross,Idols Become Rivals,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Rick Ross,Trap Trap Trap,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Rick Ross,Dead Presidents,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Rick Ross,She On My Dick,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Rick Ross,I Think She Like Me,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Rick Ross,Powers That Be,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Rick Ross,Game Ain't Based On Sympathy,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Wahlstedt,Humble,"['edm', 'electro house', 'pop dance', 'pop edm', 'tropical house']"
EDX,My Friend,"['deep groove house', 'deep house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'swiss pop', 'tech house', 'tropical house']"
Still Young,White Label (Is This Love),"['pop edm', 'sky room']"
Marshmello,Home,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
Buku,Front to Back,"['bass trap', 'electronic trap', 'filthstep']"
Lex Luca,Best Thing About,need_to_add
Ben Remember,Flashwind - Radio Edit,['uk tech house']
Alok,Fuego,"['electro house', 'pop nacional', 'slap house']"
Yellow Claw,Rose Horizon,"['edm', 'electro house', 'electronic trap', 'pop dance']"
Various Artists,dance alot,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']"
Wahlstedt,Save You,"['edm', 'electro house', 'pop dance', 'pop edm', 'tropical house']"
Chris Lake,I Want You,"['bass house', 'deep groove house', 'edm', 'electro house', 'house', 'melbourne bounce', 'pop dance', 'progressive house']"
deadmau5,Polaris,"['canadian electronic', 'edm', 'electro house', 'pop dance', 'progressive house']"
Dirtcaps,Midnight Sun,['dutch house']
Geoxor,One Life Short,['speedrun']
Showtek,On Our Own (feat. Natalie Major),"['classic hardstyle', 'edm', 'electro house', 'euphoric hardstyle', 'pop dance', 'progressive electro house']"
Matrix & Futurebound,The Wall,['drum and bass']
EDX,All I Know,"['deep groove house', 'deep house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'swiss pop', 'tech house', 'tropical house']"
Seven Lions,Freesol (feat. Skyler Stonestreet),"['dubstep', 'edm', 'electro house', 'future bass', 'melodic dubstep', 'pop dance', 'pop edm', 'progressive trance']"
Noisia,Mantra - Mat Zo Remix,"['breakbeat', 'brostep', 'deep dnb', 'drum and bass', 'dutch dnb', 'electro house', 'neurofunk']"
Kiso,Good Life,"['deep tropical house', 'pop edm', 'tropical house']"
Slushii,Twinbow,"['brostep', 'edm', 'electro house', 'electronic trap', 'future bass', 'pop dance']"
Sam F,Limitless (feat. Sophie Rose),"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']"
Tom & Jame,Move On Me,"['dutch edm', 'electro house', 'pop edm', 'progressive electro house', 'sky room']"
Mickey Valen,Wildcard,"['alt z', 'bass trap', 'pop edm', 'traprun']"
Wahlstedt,Find You,"['edm', 'electro house', 'pop dance', 'pop edm', 'tropical house']"
Dimitri Vangelis & Wyman,Legacy,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']"
Kato,Show You Love,['anime lo-fi']
Tujamo,Make U Love Me,"['dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']"
Vato Gonzalez,Bassline Riddim,"['dutch house', 'electro house']"
San Holo,Light - GOSLO Remix,"['edm', 'electronic trap', 'electropop', 'future bass', 'pop dance', 'pop edm', 'vapor twitch']"
LVNDSCAPE,Walk Away,"['deep house', 'deep tropical house', 'edm', 'electro house', 'pop dance', 'pop edm', 'tropical house']"
Cedric Gervais,Touch The Sky,"['edm', 'electro house', 'house', 'progressive house']"
SLUMBERJACK,"Afraid, Unafraid","['electronic trap', 'vapor twitch']"
Aire Atlantica,Make You Mine,['nyc pop']
QUIX,Riot Call (feat. Nevve),"['bass trap', 'dubstep', 'electro house', 'electronic trap', 'melodic dubstep', 'vapor twitch']"
Emmit Fenn,Modern Flame (feat. Yuna),"['electropop', 'tropical house', 'vapor soul']"
Keys N Krates,Right Here,"['bass trap', 'edm', 'electro house', 'electronic trap', 'livetronica', 'vapor twitch']"
Skrillex,Chicken Soup,"['brostep', 'complextro', 'edm', 'electro']"
Bougenvilla,No Sleep,"['deep groove house', 'electro house', 'pop edm']"
Borgore,Help,"['brostep', 'classic dubstep', 'dubstep', 'edm', 'electro house', 'electronic trap']"
Diplo,Waist Time,"['edm', 'electro house', 'house', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']"
Martin Garrix,Scared To Be Lonely (Brooks Remix),"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']"
DOLF,Fuck It All Up (feat. JVZEL),"['dutch edm', 'pop edm']"
Khrebto,After All,['russian edm']
The Chainsmokers,Something Just Like This - Don Diablo Remix,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
Kideko,The Jam,"['deep groove house', 'disco house', 'edm', 'house', 'pop dance', 'tropical house', 'uk dance']"
Felix Cartal,Get What You Give,"['canadian electronic', 'edm', 'electro house', 'electropop', 'indie poptimism', 'pop dance', 'pop edm', 'tropical house']"
Bassjackers,Joyride,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']"
Yellow Claw,Open,"['edm', 'electro house', 'electronic trap', 'pop dance']"
DJ Khaled,I'm the One,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Shawn Mendes,There's Nothing Holdin' Me Back - NOTD Remix,"['canadian pop', 'pop', 'viral pop']"
Katy Perry,Bon Appétit - MUNA Remix,"['dance pop', 'pop', 'post-teen pop']"
Paramore,Hard Times,"['candy pop', 'pixie', 'pop emo', 'pop punk']"
Harry Styles,Kiwi,['pop']
Julia Michaels,Issues - Alan Walker Remix,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
The Chainsmokers,Young,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
Bruno Mars,That's What I Like - Alan Walker Remix,"['dance pop', 'pop']"
Little Mix,No More Sad Songs (feat. Machine Gun Kelly),"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
Harry Styles,Carolina,['pop']
Loote,High Without Your Love,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'nyc pop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house', 'uk pop']"
Gryffin,Feel Good,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']"
Logic,1-800-273-8255,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']"
The Vamps,Middle Of The Night,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'uk pop']"
Burak Yeter,Tuesday (feat. Danelle Sandoval),['electro house']
Galantis,Hunter,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
Lil Uzi Vert,XO TOUR Llif3,"['melodic rap', 'philly rap', 'rap', 'trap']"
DNCE,Kissing Strangers,"['dance pop', 'pop', 'post-teen pop', 'uk pop']"
Anne-Marie,Ciao Adios,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
Jon Bellion,Overwhelming,['pop rap']
Machine Gun Kelly,Go For Broke (feat. James Arthur),['ohio hip hop']
Rag'n'Bone Man,Human,['neo soul']
Halsey,Eyes Closed,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']"
Olivia Holt,History,"['alt z', 'dance pop', 'pop', 'post-teen pop', 'social media pop']"
Skip Marley,Calm Down,['modern reggae']
